"","Korea","Italy","X"
"X1.22.20",1,0,0
"X1.23.20",1,0,0
"X1.24.20",2,0,0
"X1.25.20",2,0,0
"X1.26.20",3,0,0
"X1.27.20",4,0,0
"X1.28.20",4,0,0
"X1.29.20",4,0,0
"X1.30.20",4,0,0
"X1.31.20",11,2,0
"X2.1.20",12,2,0
"X2.2.20",15,2,0
"X2.3.20",15,2,0
"X2.4.20",16,2,0
"X2.5.20",19,2,0
"X2.6.20",23,2,0
"X2.7.20",24,3,0
"X2.8.20",24,3,0
"X2.9.20",25,3,0
"X2.10.20",27,3,0
"X2.11.20",28,3,0
"X2.12.20",28,3,0
"X2.13.20",28,3,0
"X2.14.20",28,3,0
"X2.15.20",28,3,0
"X2.16.20",29,3,0
"X2.17.20",30,3,0
"X2.18.20",31,3,0
"X2.19.20",31,3,0
"X2.20.20",104,3,0
"X2.21.20",204,20,0
"X2.22.20",433,62,0
"X2.23.20",602,155,0
"X2.24.20",833,229,0
"X2.25.20",977,322,0
"X2.26.20",1261,453,0
"X2.27.20",1766,655,1
"X2.28.20",2337,888,1
"X2.29.20",3150,1128,6
"X3.1.20",3736,1694,10
"X3.2.20",4335,2036,18
"X3.3.20",5186,2502,24
"X3.4.20",5621,3089,38
"X3.5.20",6088,3858,82
"X3.6.20",6593,4636,128
"X3.7.20",7041,5883,188
"X3.8.20",7314,7375,265
"X3.9.20",7478,9172,321
"X3.10.20",7513,10149,382
"X3.11.20",7755,12462,503
"X3.12.20",7869,15113,503
"X3.13.20",7979,17660,804
"X3.14.20",8086,21157,959
"X3.15.20",8162,24747,1135
"X3.16.20",8236,27980,1413
"X3.17.20",8320,31506,1705
"X3.18.20",8413,35713,2051
"X3.19.20",8565,41035,2460
"X3.20.20",8652,47021,2994
"X3.21.20",8799,53578,3631
"X3.22.20",8897,59138,4204
"X3.23.20",8961,63927,4749
"X3.24.20",9037,69176,5560
"X3.25.20",9137,74386,6412
"X3.26.20",9241,80589,7431
"X3.27.20",9332,86498,8603
"X3.28.20",9478,92472,9762
"X3.29.20",9583,97689,10866
"X3.30.20",9661,101739,11750
"X3.31.20",9786,105792,12595
"X4.1.20",9887,110574,13614
"X4.2.20",9976,115242,14697
"X4.3.20",10062,119827,15723
"X4.4.20",10156,124632,16627
"X4.5.20",10237,128948,17851
"X4.6.20",10284,132547,18803
"X4.7.20",10331,135586,19580
"X4.8.20",10384,139422,20549
"X4.9.20",10423,143626,21762
"X4.10.20",10450,147577,23097
"X4.11.20",10480,152271,24413
"X4.12.20",10512,156363,25587
"X4.13.20",10537,159516,26551
"X4.14.20",10564,162488,27419
"X4.15.20",10591,165155,28153
"X4.16.20",10613,168941,29214
"X4.17.20",10635,172434,30449
"X4.18.20",10653,175925,31589
"X4.19.20",10661,178972,32655
"X4.20.20",10674,181228,33405
"X4.21.20",10683,183957,34134
"X4.22.20",10694,187327,34842
"X4.23.20",10708,189973,35729
"X4.24.20",10718,192994,36535
"X4.25.20",10728,195351,37190
"X4.26.20",10738,197675,37845
"X4.27.20",10752,199414,38245
"X4.28.20",10761,201505,38416
"X4.29.20",10765,203591,38802
"X4.30.20",10774,205463,39316
"X5.1.20",10780,207428,39791
"X5.2.20",10793,209328,40236
"X5.3.20",10801,210717,40571
"X5.4.20",10804,211938,40770
"X5.5.20",10806,213013,41087
"X5.6.20",10810,214457,41319
"X5.7.20",10822,215858,41774
"X5.8.20",10840,217185,42093
"X5.9.20",10874,218268,42382
"X5.10.20",10909,219070,42627
"X5.11.20",10936,219814,42788
"X5.12.20",10962,221216,42984
"X5.13.20",10991,222104,43211
"X5.14.20",11018,223096,43481
"X5.15.20",11037,223885,43681
"X5.16.20",11050,224760,43870
"X5.17.20",11065,225435,43995
"X5.18.20",11078,225886,44141
"X5.19.20",11110,226699,44249
"X5.20.20",11122,227364,44447
"X5.21.20",11142,228006,44700
"X5.22.20",11165,228658,44888
"X5.23.20",11190,229327,45064
"X5.24.20",11206,229858,45236
"X5.25.20",11225,230158,45445
"X5.26.20",11265,230555,45578
"X5.27.20",11344,231139,45768
"X5.28.20",11402,231732,45950
"X5.29.20",11441,232248,46126
"X5.30.20",11468,232664,46257
"X5.31.20",11503,232997,46442
"X6.1.20",11541,233197,46545
"X6.2.20",11590,233515,46647
"X6.3.20",11629,233836,46733
"X6.4.20",11668,234013,46942
"X6.5.20",11719,234531,47152
"X6.6.20",11776,234801,47335
"X6.7.20",11814,234998,47574
"X6.8.20",11852,235278,47739
"X6.9.20",11902,235561,47903
"X6.10.20",11947,235763,48087
"X6.11.20",12003,236142,48251
"X6.12.20",12051,236305,48461
"X6.13.20",12085,236651,48640
"X6.14.20",12121,236989,48783
"X6.15.20",12155,237290,48948
"X6.16.20",12198,237500,49087
"X6.17.20",12257,237828,49204
"X6.18.20",12306,238159,49319
"X6.19.20",12373,238011,49426
"X6.20.20",12421,238275,49502
"X6.21.20",12438,238499,49593
"X6.22.20",12484,238720,49658
"X6.23.20",12535,238833,49722
"X6.24.20",12563,239410,49804
"X6.25.20",12602,239706,49914
"X6.26.20",12653,239961,50005
"X6.27.20",12715,240136,50074
"X6.28.20",12757,240310,50147
"X6.29.20",12800,240436,50223
"X6.30.20",12850,240578,50273
"X7.1.20",12904,240760,50335
"X7.2.20",12967,240961,50412
"X7.3.20",13030,241184,50487
"X7.4.20",13091,241419,50548
"X7.5.20",13137,241611,50621
"X7.6.20",13181,241819,50657
"X7.7.20",13244,241956,50694
"X7.8.20",13293,242149,50746
"X7.9.20",13338,242363,50798
"X7.10.20",13373,242639,50840
"X7.11.20",13417,242827,50921
"X7.12.20",13479,243061,51022
"X7.13.20",13512,243230,51093
"X7.14.20",13551,243344,51146
"X7.15.20",13612,243506,51252
"X7.16.20",13672,243736,51351
"X7.17.20",13711,243967,51454
"X7.18.20",13745,244216,51581
"X7.19.20",13771,244434,51725
"X7.20.20",13816,244624,51910
"X7.21.20",13879,244752,52073
"X7.22.20",13938,245032,52241
"X7.23.20",13979,245338,52404
"X7.24.20",14092,245590,52595
"X7.25.20",14150,245864,52732
"X7.26.20",14175,246118,53005
"X7.27.20",14203,246286,53151
"X7.28.20",14251,246488,53374
"X7.29.20",14269,246776,53621
"X7.30.20",14305,247158,53963
