"","Korea","Italy","X"
"X1.22.20",1,0,0
"X1.23.20",1,0,0
"X1.24.20",2,0,0
"X1.25.20",2,0,0
"X1.26.20",3,0,0
"X1.27.20",4,0,0
"X1.28.20",4,0,0
"X1.29.20",4,0,0
"X1.30.20",4,0,0
"X1.31.20",11,2,2
"X2.1.20",12,2,2
"X2.2.20",15,2,2
"X2.3.20",15,2,2
"X2.4.20",16,2,2
"X2.5.20",19,2,2
"X2.6.20",23,2,2
"X2.7.20",24,3,2
"X2.8.20",24,3,2
"X2.9.20",25,3,2
"X2.10.20",27,3,2
"X2.11.20",28,3,2
"X2.12.20",28,3,2
"X2.13.20",28,3,2
"X2.14.20",28,3,2
"X2.15.20",28,3,2
"X2.16.20",29,3,2
"X2.17.20",30,3,2
"X2.18.20",31,3,2
"X2.19.20",31,3,2
"X2.20.20",104,3,2
"X2.21.20",204,20,2
"X2.22.20",433,62,2
"X2.23.20",602,155,2
"X2.24.20",833,229,2
"X2.25.20",977,322,2
"X2.26.20",1261,453,2
"X2.27.20",1766,655,2
"X2.28.20",2337,888,2
"X2.29.20",3150,1128,2
"X3.1.20",3736,1694,2
"X3.2.20",4335,2036,3
"X3.3.20",5186,2502,3
"X3.4.20",5621,3089,3
"X3.5.20",6088,3858,4
"X3.6.20",6593,4636,13
"X3.7.20",7041,5883,13
"X3.8.20",7314,7375,17
"X3.9.20",7478,9172,17
"X3.10.20",7513,10149,20
"X3.11.20",7755,12462,20
"X3.12.20",7869,15113,28
"X3.13.20",7979,17660,45
"X3.14.20",8086,21157,59
"X3.15.20",8162,24747,63
"X3.16.20",8236,27980,90
"X3.17.20",8320,31506,114
"X3.18.20",8413,35713,147
"X3.19.20",8565,41035,199
"X3.20.20",8652,47021,253
"X3.21.20",8799,53578,306
"X3.22.20",8897,59138,367
"X3.23.20",8961,63927,438
"X3.24.20",9037,69176,495
"X3.25.20",9137,74386,658
"X3.26.20",9241,80589,840
"X3.27.20",9332,86498,1036
"X3.28.20",9478,92472,1264
"X3.29.20",9583,97689,1534
"X3.30.20",9661,101739,1836
"X3.31.20",9786,105792,2337
"X4.1.20",9887,110574,2777
"X4.2.20",9976,115242,3548
"X4.3.20",10062,119827,4149
"X4.4.20",10156,124632,4731
"X4.5.20",10237,128948,5389
"X4.6.20",10284,132547,6343
"X4.7.20",10331,135586,7497
"X4.8.20",10384,139422,8672
"X4.9.20",10423,143626,10131
"X4.10.20",10450,147577,11917
"X4.11.20",10480,152271,13584
"X4.12.20",10512,156363,15770
"X4.13.20",10537,159516,18328
"X4.14.20",10564,162488,21102
"X4.15.20",10591,165155,24490
"X4.16.20",10613,168941,27938
"X4.17.20",10635,172434,32008
"X4.18.20",10653,175925,36793
"X4.19.20",10661,178972,42853
"X4.20.20",10674,181228,47121
"X4.21.20",10683,183957,52763
"X4.22.20",10694,187327,57999
"X4.23.20",10708,189973,62773
"X4.24.20",10718,192994,68622
"X4.25.20",10728,195351,74588
"X4.26.20",10738,197675,80949
"X4.27.20",10752,199414,87147
"X4.28.20",10761,201505,93558
"X4.29.20",10765,203591,99399
"X4.30.20",10774,205463,106498
"X5.1.20",10780,207428,114431
"X5.2.20",10793,209328,124054
"X5.3.20",10801,210717,134687
"X5.4.20",10804,211938,145268
"X5.5.20",10806,213013,155370
"X5.6.20",10810,214457,165929
"X5.7.20",10822,215858,177160
"X5.8.20",10840,217185,187859
"X5.9.20",10874,218268,198676
"X5.10.20",10909,219070,209688
"X5.11.20",10936,219814,221344
"X5.12.20",10962,221216,232243
"X5.13.20",10991,222104,242271
"X5.14.20",11018,223096,252245
"X5.15.20",11037,223885,262843
"X5.16.20",11050,224760,272043
"X5.17.20",11065,225435,281752
"X5.18.20",11078,225886,290678
"X5.19.20",11110,226699,299941
"X5.20.20",11122,227364,308705
"X5.21.20",11142,228006,317554
"X5.22.20",11165,228658,326448
"X5.23.20",11190,229327,335882
"X5.24.20",11206,229858,344481
"X5.25.20",11225,230158,353427
"X5.26.20",11265,230555,362342
"X5.27.20",11344,231139,370680
"X5.28.20",11402,231732,379051
"X5.29.20",11441,232248,387623
"X5.30.20",11468,232664,396575
"X5.31.20",11503,232997,405843
"X6.1.20",11541,233197,414328
"X6.2.20",11590,233515,423186
"X6.3.20",11629,233836,431715
"X6.4.20",11668,234013,440538
"X6.5.20",11719,234531,449256
"X6.6.20",11776,234801,458102
"X6.7.20",11814,234998,467073
"X6.8.20",11852,235278,476043
"X6.9.20",11902,235561,484630
"X6.10.20",11947,235763,493023
"X6.11.20",12003,236142,501800
"X6.12.20",12051,236305,510761
"X6.13.20",12085,236651,519458
"X6.14.20",12121,236989,528267
"X6.15.20",12155,237290,536484
"X6.16.20",12198,237500,544725
"X6.17.20",12257,237828,552549
"X6.18.20",12306,238159,560321
"X6.19.20",12373,238011,568292
"X6.20.20",12421,238275,576162
"X6.21.20",12438,238499,583879
"X6.22.20",12484,238720,591465
"X6.23.20",12535,238833,598878
"X6.24.20",12563,239410,606043
"X6.25.20",12602,239706,613148
"X6.26.20",12653,239961,619936
"X6.27.20",12715,240136,626779
"X6.28.20",12757,240310,633563
"X6.29.20",12800,240436,640246
"X6.30.20",12850,240578,646929
"X7.1.20",12904,240760,653479
"X7.2.20",12967,240961,660231
"X7.3.20",13030,241184,666941
"X7.4.20",13091,241419,673564
"X7.5.20",13137,241611,680283
"X7.6.20",13181,241819,686852
"X7.7.20",13244,241956,693215
"X7.8.20",13293,242149,699749
"X7.9.20",13338,242363,706240
"X7.10.20",13373,242639,712863
"X7.11.20",13417,242827,719449
"X7.12.20",13479,243061,726036
"X7.13.20",13512,243230,732547
"X7.14.20",13551,243344,738787
"X7.15.20",13612,243506,745197
"X7.16.20",13672,243736,751612
"X7.17.20",13711,243967,758001
"X7.18.20",13745,244216,764215
"X7.19.20",13771,244434,770311
"X7.20.20",13816,244624,776212
"X7.21.20",13879,244752,782040
