"daysFromToday","Day","Korea","Italy","X","dif.Korea","dif.Italy","dif.X","growth.Korea","growth.Italy","growth.X","prj.grKO.X","prj.grIT.X","grKO.prj.tot.X","grIT.prj.tot.X","dif.grKO.prj.tot.X","dif.grIT.prj.tot.X","growth.grKO.prj.tot.X","growth.grIT.prj.tot.X"
6,32,366,7570,NA,2,38,NA,0.549450549450549,0.504514073287307,NA,0.549450549450549,0.504514073287307,24744.8294117647,23811.1097427477,135.217647058824,119.527367268747,0.549450549450551,0.50451407328731
7,33,370,7597,NA,4,27,NA,1.09289617486339,0.35667107001321,NA,1.09289617486339,0.35667107001321,25015.2647058823,23896.0370826491,270.435294117648,84.9273399014746,1.09289617486339,0.356671070013197
8,34,374,7623,NA,4,26,NA,1.08108108108108,0.342240358036067,NA,1.08108108108108,0.342240358036067,25285.7,23977.8189655172,270.435294117644,81.7818828680902,1.08108108108107,0.342240358036069
9,35,378,7672,NA,4,49,NA,1.06951871657754,0.642791551882461,NA,1.06951871657754,0.642791551882461,25556.1352941176,24131.9463601532,270.435294117648,154.127394636016,1.06951871657754,0.642791551882465
10,36,382,7703,NA,4,31,NA,1.05820105820106,0.404066736183525,NA,1.05820105820106,0.404066736183525,25826.5705882353,24229.4555281883,270.435294117651,97.509168035027,1.05820105820107,0.404066736183512
11,37,388,7737,NA,6,34,NA,1.57068062827225,0.441386472802804,NA,1.57068062827225,0.441386472802804,26232.2235294118,24336.4010673235,405.652941176471,106.945539135195,1.57068062827225,0.441386472802807
12,38,392,7764,NA,4,27,NA,1.03092783505155,0.348972469949593,NA,1.03092783505155,0.348972469949593,26502.6588235294,24421.3284072249,270.435294117648,84.9273399014746,1.03092783505155,0.34897246994958
13,39,395,7795,NA,3,31,NA,0.76530612244898,0.399278722308089,NA,0.76530612244898,0.399278722308089,26705.4852941176,24518.83757526,202.826470588236,97.5091680350306,0.765306122448981,0.399278722308091
14,40,400,7818,NA,5,23,NA,1.26582278481013,0.295060936497755,NA,1.26582278481013,0.295060936497755,27043.5294117647,24591.1830870279,338.044117647059,72.3455117679259,1.26582278481013,0.295060936497757
15,41,404,7834,NA,4,16,NA,1,0.20465592223075,NA,1,0.20465592223075,27313.9647058824,24641.5103995621,270.435294117648,50.3273125342093,1,0.204655922230751
16,42,408,7862,NA,4,28,NA,0.99009900990099,0.35741639009446,NA,0.99009900990099,0.35741639009446,27584.4,24729.583196497,270.435294117648,88.0727969348663,0.990099009900992,0.357416390094462
17,43,412,7885,NA,4,23,NA,0.980392156862745,0.292546425845841,NA,0.980392156862745,0.292546425845841,27854.8352941176,24801.9287082649,270.435294117648,72.3455117679259,0.980392156862747,0.292546425845842
18,44,415,7907,NA,3,22,NA,0.728155339805825,0.279010779961953,NA,0.728155339805825,0.279010779961953,28057.6617647059,24871.1287629994,202.826470588239,69.2000547345378,0.72815533980584,0.279010779961955
19,45,419,7930,NA,4,23,NA,0.963855421686747,0.290881497407361,NA,0.963855421686747,0.290881497407361,28328.0970588235,24943.4742747674,270.435294117648,72.3455117679259,0.963855421686749,0.290881497407362
20,46,421,7953,NA,2,23,NA,0.477326968973747,0.290037831021438,NA,0.477326968973747,0.290037831021438,28463.3147058824,25015.8197865353,135.217647058827,72.3455117679259,0.477326968973761,0.290037831021439
21,47,423,7972,NA,2,19,NA,0.475059382422803,0.238903558405633,NA,0.475059382422803,0.238903558405633,28598.5323529412,25075.5834701697,135.217647058824,59.7636836343736,0.475059382422804,0.238903558405634
22,48,425,7982,NA,2,10,NA,0.472813238770686,0.125439036628199,NA,0.472813238770686,0.125439036628199,28733.75,25107.0380405035,135.217647058824,31.4545703338808,0.472813238770686,0.125439036628199
23,49,426,7996,NA,1,14,NA,0.235294117647059,0.175394637935355,NA,0.235294117647059,0.175394637935355,28801.3588235294,25151.074438971,67.6088235294155,44.0363984674295,0.235294117647072,0.175394637935341
24,50,427,8016,NA,1,20,NA,0.234741784037559,0.250125062531266,NA,0.234741784037559,0.250125062531266,28868.9676470588,25213.9835796387,67.6088235294083,62.909140667758,0.234741784037546,0.250125062531253
25,51,429,8037,NA,2,21,NA,0.468384074941452,0.261976047904192,NA,0.468384074941452,0.261976047904192,29004.1852941177,25280.0381773399,135.217647058824,66.0545977011498,0.468384074941453,0.261976047904193
26,52,430,8054,NA,1,17,NA,0.233100233100233,0.211521712081623,NA,0.233100233100233,0.211521712081623,29071.7941176471,25333.5109469075,67.6088235294119,53.4727695675974,0.233100233100233,0.211521712081624
27,53,431,8069,NA,1,15,NA,0.232558139534884,0.18624286069034,NA,0.232558139534884,0.18624286069034,29139.4029411765,25380.6928024083,67.6088235294119,47.1818555008176,0.232558139534884,0.186242860690327
28,54,432,8080,NA,1,11,NA,0.232018561484919,0.136324203742719,NA,0.232018561484919,0.136324203742719,29207.0117647059,25415.2928297756,67.6088235294119,34.6000273672689,0.232018561484919,0.13632420374272
29,55,433,8087,NA,1,7,NA,0.231481481481481,0.0866336633663366,NA,0.231481481481481,0.0866336633663366,29274.6205882353,25437.3110290093,67.6088235294155,22.0181992337166,0.231481481481494,0.0866336633663371
30,56,434,8098,NA,1,11,NA,0.23094688221709,0.13602077408186,NA,0.23094688221709,0.13602077408186,29342.2294117647,25471.9110563766,67.6088235294155,34.6000273672689,0.230946882217103,0.136020774081861
31,57,435,8109,NA,1,11,NA,0.230414746543779,0.135836008891084,NA,0.230414746543779,0.135836008891084,29409.8382352941,25506.5110837438,67.6088235294083,34.6000273672689,0.230414746543767,0.135836008891085
32,58,436,8116,NA,1,7,NA,0.229885057471264,0.0863238377111851,NA,0.229885057471264,0.0863238377111851,29477.4470588235,25528.5292829775,67.6088235294083,22.0181992337166,0.229885057471252,0.0863238377111856
33,59,436,8134,NA,0,18,NA,0,0.221784130113356,NA,0,0.221784130113356,29477.4470588235,25585.1475095785,0,56.6182266009855,0,0.221784130113358
34,60,437,8143,NA,1,9,NA,0.229357798165138,0.110646668305877,NA,0.229357798165138,0.110646668305877,29545.0558823529,25613.456622879,67.6088235294083,28.3091133004891,0.229357798165126,0.110646668305863
35,61,437,8150,NA,0,7,NA,0,0.0859634041508044,NA,0,0.0859634041508044,29545.0558823529,25635.4748221127,0,22.0181992337202,0,0.0859634041508191
36,62,437,8159,NA,0,9,NA,0,0.110429447852761,NA,0,0.110429447852761,29545.0558823529,25663.7839354132,0,28.3091133004928,0,0.110429447852761
37,63,438,8169,NA,1,10,NA,0.22883295194508,0.122564039710749,NA,0.22883295194508,0.122564039710749,29612.6647058824,25695.2385057471,67.6088235294155,31.4545703338845,0.228832951945093,0.122564039710764
38,64,438,8176,NA,0,7,NA,0,0.0856898029134533,NA,0,0.0856898029134533,29612.6647058824,25717.2567049808,0,22.0181992337166,0,0.0856898029134538
39,65,439,8189,NA,1,13,NA,0.228310502283105,0.159001956947162,NA,0.228310502283105,0.159001956947162,29680.2735294118,25758.1476464149,67.6088235294155,40.8909414340451,0.228310502283118,0.159001956947163
40,66,439,8195,NA,0,6,NA,0,0.0732690194162901,NA,0,0.0732690194162901,29680.2735294118,25777.0203886152,0,18.8727422003285,0,0.0732690194162906
41,67,440,8207,NA,1,12,NA,0.227790432801822,0.146430750457596,NA,0.227790432801822,0.146430750457596,29747.8823529412,25814.7658730159,67.6088235294155,37.745484400657,0.227790432801835,0.146430750457597
