"","Korea","Italy","X"
"X1.22.20",1,0,1
"X1.23.20",1,0,1
"X1.24.20",2,0,2
"X1.25.20",2,0,2
"X1.26.20",3,0,5
"X1.27.20",4,0,5
"X1.28.20",4,0,5
"X1.29.20",4,0,5
"X1.30.20",4,0,5
"X1.31.20",11,2,7
"X2.1.20",12,2,8
"X2.2.20",15,2,8
"X2.3.20",15,2,11
"X2.4.20",16,2,11
"X2.5.20",19,2,11
"X2.6.20",23,2,11
"X2.7.20",24,3,11
"X2.8.20",24,3,11
"X2.9.20",25,3,11
"X2.10.20",27,3,11
"X2.11.20",28,3,12
"X2.12.20",28,3,12
"X2.13.20",28,3,13
"X2.14.20",28,3,13
"X2.15.20",28,3,13
"X2.16.20",29,3,13
"X2.17.20",30,3,13
"X2.18.20",31,3,13
"X2.19.20",31,3,13
"X2.20.20",104,3,13
"X2.21.20",204,20,15
"X2.22.20",433,62,15
"X2.23.20",602,155,15
"X2.24.20",833,229,15
"X2.25.20",977,322,15
"X2.26.20",1261,453,15
"X2.27.20",1766,655,16
"X2.28.20",2337,888,16
"X2.29.20",3150,1128,24
"X3.1.20",3736,1694,30
"X3.2.20",4335,2036,53
"X3.3.20",5186,2502,73
"X3.4.20",5621,3089,104
"X3.5.20",6088,3858,174
"X3.6.20",6593,4636,222
"X3.7.20",7041,5883,337
"X3.8.20",7314,7375,451
"X3.9.20",7478,9172,519
"X3.10.20",7513,10149,711
"X3.11.20",7755,12462,1109
"X3.12.20",7869,15113,1561
"X3.13.20",7979,17660,2157
"X3.14.20",8086,21157,2870
"X3.15.20",8162,24747,2968
"X3.16.20",8236,27980,4360
"X3.17.20",8320,31506,6141
"X3.18.20",8413,35713,8914
"X3.19.20",8565,41035,14153
"X3.20.20",8652,47021,19479
"X3.21.20",8799,53578,25818
"X3.22.20",8897,59138,33756
"X3.23.20",8961,63927,43845
"X3.24.20",9037,69176,54108
"X3.25.20",9137,74386,66044
"X3.26.20",9241,80589,84080
"X3.27.20",9332,86498,102254
"X3.28.20",9478,92472,122054
"X3.29.20",9583,97689,141194
"X3.30.20",9661,101739,162690
"X3.31.20",9786,105792,188701
"X4.1.20",9887,110574,214194
"X4.2.20",9976,115242,244593
"X4.3.20",10062,119827,276535
"X4.4.20",10156,124632,309699
"X4.5.20",10237,128948,337573
"X4.6.20",10284,132547,367210
"X4.7.20",10331,135586,397992
"X4.8.20",10384,139422,429686
"X4.9.20",10423,143626,464442
"X4.10.20",10450,147577,497943
"X4.11.20",10480,152271,527958
"X4.12.20",10512,156363,556517
"X4.13.20",10537,159516,581810
"X4.14.20",10564,162488,608845
"X4.15.20",10591,165155,637974
"X4.16.20",10613,168941,669272
"X4.17.20",10635,172434,701996
"X4.18.20",10653,175925,730317
"X4.19.20",10661,178972,756375
"X4.20.20",10674,181228,783716
"X4.21.20",10683,183957,809213
"X4.22.20",10694,187327,837414
"X4.23.20",10708,189973,871617
"X4.24.20",10718,192994,907908
"X4.25.20",10728,195351,940829
"X4.26.20",10738,197675,968517
"X4.27.20",10752,199414,990993
"X4.28.20",10761,201505,1015518
"X4.29.20",10765,203591,1042926
"X4.30.20",10774,205463,1072667
"X5.1.20",10780,207428,1106829
"X5.2.20",10793,209328,1136024
"X5.3.20",10801,210717,1161611
"X5.4.20",10804,211938,1184086
"X5.5.20",10806,213013,1208271
"X5.6.20",10810,214457,1233527
"X5.7.20",10822,215858,1261409
"X5.8.20",10840,217185,1288566
"X5.9.20",10874,218268,1314306
"X5.10.20",10909,219070,1334084
"X5.11.20",10936,219814,1352962
"X5.12.20",10962,221216,1374914
"X5.13.20",10991,222104,1396109
"X5.14.20",11018,223096,1423726
"X5.15.20",11037,223885,1449026
"X5.16.20",11050,224760,1474127
"X5.17.20",11065,225435,1493131
"X5.18.20",11078,225886,1514839
"X5.19.20",11110,226699,1535337
"X5.20.20",11122,227364,1558949
"X5.21.20",11142,228006,1584486
"X5.22.20",11165,228658,1608623
"X5.23.20",11190,229327,1630450
"X5.24.20",11206,229858,1651239
"X5.25.20",11225,230158,1670209
"X5.26.20",11265,230555,1689057
"X5.27.20",11344,231139,1707423
"X5.28.20",11402,231732,1730259
"X5.29.20",11441,232248,1754747
"X5.30.20",11468,232664,1778993
"X5.31.20",11503,232997,1799122
"X6.1.20",11541,233197,1816476
"X6.2.20",11590,233515,1837367
"X6.3.20",11629,233836,1857248
"X6.4.20",11668,234013,1878543
"X6.5.20",11719,234531,1903854
"X6.6.20",11776,234801,1926538
"X6.7.20",11814,234998,1944309
"X6.8.20",11852,235278,1961781
"X6.9.20",11902,235561,1979868
"X6.10.20",11947,235763,2000702
"X6.11.20",12003,236142,2023590
"X6.12.20",12051,236305,2048986
"X6.13.20",12085,236651,2074526
"X6.14.20",12121,236989,2094058
"X6.15.20",12155,237290,2114026
"X6.16.20",12198,237500,2137731
"X6.17.20",12257,237828,2163290
"X6.18.20",12306,238159,2191052
"X6.19.20",12373,238011,2222579
"X6.20.20",12421,238275,2255297
"X6.21.20",12438,238499,2281655
"X6.22.20",12484,238720,2312302
"X6.23.20",12535,238833,2347491
"X6.24.20",12563,239410,2382327
"X6.25.20",12602,239706,2422299
