"","UID","iso2","iso3","code3","FIPS","Admin2","Province_State","Country_Region","Lat","Long_","Combined_Key","X1.22.20","X1.23.20","X1.24.20","X1.25.20","X1.26.20","X1.27.20","X1.28.20","X1.29.20","X1.30.20","X1.31.20","X2.1.20","X2.2.20","X2.3.20","X2.4.20","X2.5.20","X2.6.20","X2.7.20","X2.8.20","X2.9.20","X2.10.20","X2.11.20","X2.12.20","X2.13.20","X2.14.20","X2.15.20","X2.16.20","X2.17.20","X2.18.20","X2.19.20","X2.20.20","X2.21.20","X2.22.20","X2.23.20","X2.24.20","X2.25.20","X2.26.20","X2.27.20","X2.28.20","X2.29.20","X3.1.20","X3.2.20","X3.3.20","X3.4.20","X3.5.20","X3.6.20","X3.7.20","X3.8.20","X3.9.20","X3.10.20","X3.11.20","X3.12.20","X3.13.20","X3.14.20","X3.15.20","X3.16.20","X3.17.20","X3.18.20","X3.19.20","X3.20.20","X3.21.20","X3.22.20","X3.23.20","X3.24.20","X3.25.20","X3.26.20","X3.27.20","X3.28.20","X3.29.20","X3.30.20","X3.31.20","X4.1.20","X4.2.20","X4.3.20","X4.4.20","X4.5.20","X4.6.20","X4.7.20","X4.8.20","X4.9.20","X4.10.20","X4.11.20","X4.12.20","X4.13.20","X4.14.20","X4.15.20","X4.16.20","X4.17.20","X4.18.20","X4.19.20","X4.20.20","X4.21.20","X4.22.20","X4.23.20","X4.24.20","X4.25.20","X4.26.20","X4.27.20","X4.28.20","X4.29.20","X4.30.20","X5.1.20","X5.2.20","X5.3.20","X5.4.20","X5.5.20","X5.6.20","X5.7.20","X5.8.20","X5.9.20","X5.10.20","X5.11.20","X5.12.20","X5.13.20","X5.14.20","X5.15.20","X5.16.20","X5.17.20","X5.18.20","X5.19.20","X5.20.20","X5.21.20","X5.22.20","X5.23.20","X5.24.20","X5.25.20","X5.26.20","X5.27.20","X5.28.20","X5.29.20","X5.30.20","X5.31.20","X6.1.20","X6.2.20","X6.3.20","X6.4.20","X6.5.20","X6.6.20","X6.7.20","X6.8.20","X6.9.20","X6.10.20","X6.11.20","X6.12.20","X6.13.20","X6.14.20","X6.15.20","X6.16.20","X6.17.20","X6.18.20","X6.19.20","X6.20.20","X6.21.20","X6.22.20","X6.23.20","X6.24.20","X6.25.20","X6.26.20","X6.27.20","X6.28.20","X6.29.20","X6.30.20","X7.1.20","X7.2.20","X7.3.20","X7.4.20","X7.5.20","X7.6.20","X7.7.20","X7.8.20","X7.9.20","X7.10.20","X7.11.20","X7.12.20","X7.13.20","X7.14.20","X7.15.20","X7.16.20","X7.17.20","X7.18.20","X7.19.20","X7.20.20","X7.21.20","X7.22.20","X7.23.20","X7.24.20","X7.25.20","X7.26.20","X7.27.20","X7.28.20","X7.29.20","X7.30.20","X7.31.20","X8.1.20","X8.2.20","X8.3.20","X8.4.20","X8.5.20","X8.6.20","X8.7.20","X8.8.20","X8.9.20","X8.10.20","X8.11.20","X8.12.20","X8.13.20","X8.14.20","X8.15.20","X8.16.20","X8.17.20","X8.18.20","X8.19.20","X8.20.20","X8.21.20","X8.22.20","X8.23.20","X8.24.20","X8.25.20","X8.26.20","X8.27.20","X8.28.20","X8.29.20","X8.30.20","X8.31.20","X9.1.20","X9.2.20","X9.3.20","X9.4.20"
"2822",84048247,"US","USA",840,48247,"Jim Hogg","Texas","US",27.04453923,-98.6968187,"Jim Hogg, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,8,9,9,9,9,10,12,13,13,14,15,15,16,16,19,20,22,24,25,27,32,32,33,34,34,41,42,42,42,42,42,43,44,44,44,46,48,48,49,49,50,52,53,53,53,54,54,54,62,62,62,62,64,64,65,65,65,65,65,65,68,69,69,73,73,73,73,75,75,77,77,77,79,79,79,79,79
"2823",84048249,"US","USA",840,48249,"Jim Wells","Texas","US",27.73103938,-98.0904705,"Jim Wells, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,5,5,5,5,5,5,6,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,12,12,12,13,13,13,13,15,15,17,17,18,18,18,19,21,21,22,27,34,46,50,56,66,81,105,124,142,147,166,176,185,189,208,218,230,242,260,261,271,276,318,350,372,387,399,400,402,433,449,466,472,507,520,531,545,560,573,584,591,591,630,637,658,670,705,717,724,724,777,787,802,813,816,824,841,872,879,899,906,916,930,942,943,957,957,980,980,1034,1044,1044,1057,1088,1312
"2824",84048251,"US","USA",840,48251,"Johnson","Texas","US",32.37877812,-97.36615819,"Johnson, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,3,6,8,8,8,8,12,17,18,21,23,21,24,25,25,27,28,28,28,31,34,37,37,39,44,41,44,47,50,54,57,57,58,62,67,69,69,82,82,83,87,95,97,99,100,100,103,107,110,117,119,123,123,123,136,142,144,144,144,148,148,155,158,165,165,175,175,175,176,176,178,202,202,202,202,209,214,220,229,232,232,232,232,244,249,254,254,254,254,267,314,314,314,372,372,372,436,448,478,526,553,553,553,553,737,782,769,788,788,788,885,932,918,950,973,973,973,1057,1085,1133,1179,1234,1234,1234,1354,1403,1432,1499,1541,1541,1541,1619,1730,1760,1810,1861,1861,1861,1980,2037,2073,2103,2159,2159,2159,2320,2327,2346,2379,2393,2393,2393,2427,2451,2470,2493,2500,2500,2500,2533,2554,2564,2577
"2825",84048253,"US","USA",840,48253,"Jones","Texas","US",32.73997145,-99.87861576,"Jones, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,7,13,13,13,13,37,37,37,62,62,78,78,84,84,87,92,92,95,96,101,110,110,112,112,112,115,117,134,134,134,135,135,101,101,323,323,401,401,401,606,637,636,637,637,637,637,637,636,633,633,631,631,631,630,615,614,610,650,650,650,604,604,604,604,607,607,607,611,613,610,610,610,610,610,609,611,607,604,604,604,604,607,609,608,639,641,641,641,659,653,652,631,621,621,621,621,621,621,624,622,622,622,628,631,632,629,596,596,596,600,599,599,601,600,600,600,603,605,607,600,601,601,601,604,602,601,601,598,598,598,598,598,599,601
"2826",84048255,"US","USA",840,48255,"Karnes","Texas","US",28.90705334,-97.85960149,"Karnes, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,11,14,14,14,14,15,17,19,21,21,21,29,48,51,52,53,53,53,58,60,62,66,80,81,81,86,90,92,97,152,153,153,170,171,181,203,206,206,206,239,239,266,266,298,298,300,344,391,556,562,632,632,639,644,646,648,661,672,672,672,691,693,694,696,720,720,720,730,732,734,736,740,740,740,746,747,746,750
"2827",84048257,"US","USA",840,48257,"Kaufman","Texas","US",32.5991417,-96.28734728,"Kaufman, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,4,5,9,10,10,9,14,16,19,24,26,26,28,32,33,33,38,42,42,44,48,51,58,62,71,71,74,75,83,86,86,87,87,90,96,101,106,111,116,116,120,127,133,137,143,147,147,147,155,165,173,173,173,182,182,198,199,203,203,223,223,223,227,230,240,260,269,269,269,275,308,316,325,330,330,330,339,343,349,360,360,360,360,374,490,490,490,518,518,518,586,627,676,724,758,758,758,828,874,927,952,971,971,971,1061,1109,1138,1208,1222,1222,1222,1279,1317,1363,1386,1440,1440,1440,1563,1617,1681,1738,1816,1816,1816,1900,2007,2071,2125,2158,2158,2158,2289,2321,2364,2406,2446,2446,2446,2606,2607,2620,2653,2656,2656,2656,2685,2705,2725,2752,2757,2757,2757,2817,2827,2833,2839
"2828",84048259,"US","USA",840,48259,"Kendall","Texas","US",29.94414155,-98.7113588,"Kendall, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,4,6,7,7,7,7,8,8,9,10,9,9,9,9,10,10,11,11,12,14,14,14,14,14,14,14,14,15,15,16,16,16,16,16,16,16,16,16,16,17,17,18,18,19,19,19,20,20,20,20,21,21,21,23,24,24,24,24,24,24,24,28,28,28,29,29,29,30,31,31,32,33,33,33,33,35,35,35,35,36,36,36,36,36,44,44,44,44,47,56,58,58,61,61,61,66,67,68,70,90,90,89,95,95,95,97,101,106,106,106,106,108,108,115,117,117,122,129,131,136,137,137,137,139,139,145,145,145,145,145,148,155,156,157,158,158,158,163,165,167,171,180,180,180,185,186,183,191,193,193,193,198,199,196,196,197,197,197,197,195,197,197
"2829",84048261,"US","USA",840,48261,"Kenedy","Texas","US",26.92601662,-97.66413984,"Kenedy, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
"2830",84048263,"US","USA",840,48263,"Kent","Texas","US",33.18104136,-100.7780939,"Kent, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7
"2831",84048265,"US","USA",840,48265,"Kerr","Texas","US",30.06040006,-99.34930144,"Kerr, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,5,5,5,6,6,5,5,5,5,5,5,5,5,6,6,7,9,9,9,9,9,10,10,10,10,10,10,11,11,11,11,16,16,16,17,17,17,18,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,32,33,33,33,43,50,66,70,72,72,72,77,90,94,109,111,111,110,115,115,129,134,143,190,190,190,193,224,225,242,255,255,274,279,295,318,324,324,324,336,336,348,348,348,348,348,372,384,394,396,398,398,398,400,404,411,415,416,416,416,418,419,422,423,426,426,426,430,431,433,434,435,435,435,438,438,439,439
"2832",84048267,"US","USA",840,48267,"Kimble","Texas","US",30.48678918,-99.74856473,"Kimble, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,5,5,5,6,6,6,6,10,9,9,9,9,9,9,9,9,9,9,11,11,11,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
"2833",84048269,"US","USA",840,48269,"King","Texas","US",33.61643847,-100.2558057,"King, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2834",84048271,"US","USA",840,48271,"Kinney","Texas","US",29.34967888,-100.4186638,"Kinney, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,6,11,14,14,14,14,14,14,16,17,17,17,17,17,17,18,19,19,19,19,19,19,20,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23
"2835",84048273,"US","USA",840,48273,"Kleberg","Texas","US",27.42435506,-97.69894948,"Kleberg, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,5,5,6,6,6,7,7,7,8,8,9,9,9,9,8,10,10,10,10,10,10,10,10,11,11,11,11,11,13,14,14,14,14,14,14,14,14,15,15,16,16,16,16,16,16,16,17,17,17,18,18,18,18,20,20,20,20,20,20,20,20,20,23,24,25,27,29,32,32,33,35,42,52,59,66,71,77,79,87,87,97,105,106,111,145,159,177,177,186,197,232,247,263,265,268,279,283,284,284,300,302,308,311,315,328,341,346,346,361,375,389,416,424,431,434,442,451,459,471,476,480,489,498,517,529,541,544,546,551,563,567,591,593,604,604,632,642,642,642,673,902
"2836",84048275,"US","USA",840,48275,"Knox","Texas","US",33.60519951,-99.7422906,"Knox, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,5,5,6,6,6,6,10,11,12,14,17,17,17,17,17,18,44,44,44,44,44,44,44,44,46,46,46,48,53,56,59,60,60,60,60,61,62,62,62,62,62,62,62,62,63,64,64,64,64,64,65,67,67,67,67,67,67,67,67
"2837",84048283,"US","USA",840,48283,"La Salle","Texas","US",28.34453111,-99.09908775,"La Salle, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,7,7,7,7,7,8,8,8,10,10,10,13,14,19,21,21,21,21,24,41,51,68,76,76,76,87,87,91,93,311,311,311,335,339,347,351,351,351,351,348,350,357,357,357,357,357,357,356,357,362,362,362,361,362,362,362,361,364,364,364,364,367,368,368,367,367,367,365,366,366,366,365,365,365,365,365,365,366
"2838",84048277,"US","USA",840,48277,"Lamar","Texas","US",33.66981763,-95.57404777,"Lamar, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,5,5,6,6,6,8,8,8,8,8,8,7,7,7,7,7,7,7,8,8,8,8,8,8,51,51,51,61,67,67,67,69,71,76,77,77,89,89,96,104,105,111,111,116,116,116,122,126,126,126,133,134,134,134,136,136,138,145,145,145,151,152,154,155,154,154,156,158,160,163,163,165,165,174,180,180,199,199,205,205,227,230,238,244,244,265,265,283,296,296,316,316,325,332,332,347,354,377,392,397,410,418,418,418,455,455,465,470,483,483,523,530,537,537,537,570,592,605,605,620,620,625,640,642,652,658,629,644,647,655,668,677,690,705,705,730,730,743,766,773,783,783,791,791,791,791,791,791,791,791,791,791,791,908
"2839",84048279,"US","USA",840,48279,"Lamb","Texas","US",34.06859623,-102.3516289,"Lamb, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,5,5,5,7,7,8,8,10,10,11,11,11,11,11,11,11,11,15,15,15,16,16,16,16,16,16,16,16,16,16,17,17,17,17,18,18,18,18,18,18,20,25,28,29,29,29,31,32,32,33,33,36,36,36,37,41,44,50,50,50,50,53,71,71,73,75,75,75,89,92,102,110,118,118,119,131,146,157,165,175,175,175,188,194,196,202,203,203,203,207,213,218,219,226,226,226,233,233,238,242,246,246,246,249,255,256,256,263,263,263,267,272,273,276,278,278,278,287,290,292,298
"2840",84048281,"US","USA",840,48281,"Lampasas","Texas","US",31.19531316,-98.24206613,"Lampasas, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,5,5,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,13,13,15,16,17,18,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,30,32,37,39,39,39,40,44,44,45,45,47,48,50,54,65,68,68,71,76,80,82,83,83,84,84,84,83,86,88,90,102,104,104,110,114,126,129,128,128,131,132,132,137,140,141,141,141,143,146,150,151,153,154,154,154,155,158,158
"2841",84048285,"US","USA",840,48285,"Lavaca","Texas","US",29.38508402,-96.93186692,"Lavaca, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,9,9,9,11,11,11,12,12,12,13,14,17,18,19,19,19,19,20,21,21,22,22,22,22,22,22,43,68,85,85,86,99,108,117,122,123,123,131,134,150,175,184,184,184,197,198,212,228,238,337,337,340,351,363,367,464,464,464,495,510,525,538,545,545,545,569,582,593,593,593,593,593,613,625,618,620,627,627,627,633,635,637,638,641,641,641,650,657,656,661,661,661,661,665,670,674,678,682,682,682,687,686,688,688
"2842",84048287,"US","USA",840,48287,"Lee","Texas","US",30.31120597,-96.97045773,"Lee, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,5,6,6,6,6,6,6,6,7,6,8,8,8,9,10,10,11,21,21,25,24,24,24,25,25,25,25,26,26,26,29,32,35,35,35,35,36,39,48,47,48,49,53,53,53,54,55,56,56,58,59,60,62,63,72,72,85,85,88,92,89,92,98,98,98,103,108,117,117,119,118,121,125,128,134,143,143,143,144,146,148,151,152,152,153,154,163,163,171,172,173,173,177,177,177,177,178,180,181,183,186,187,187,188,188,188,191,191,193,194,196,197,196,196,196,197,197
"2843",84048289,"US","USA",840,48289,"Leon","Texas","US",31.29872538,-95.9936328,"Leon, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,13,13,13,14,15,16,19,19,19,20,20,20,27,27,31,31,33,37,37,43,43,78,82,87,96,97,98,98,104,107,116,116,118,119,120,125,127,126,128,128,128,130,135,137,137,138,138,138,138,138,138,141,143,143,144,145,145,154,156,158,158,158,159,159,161,162,165,167,167,167,173,178,180,186,188,188,192,201,204,205
"2844",84048291,"US","USA",840,48291,"Liberty","Texas","US",30.15152688,-94.81205615,"Liberty, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,5,5,6,6,12,15,15,16,17,19,19,20,23,25,25,29,32,32,33,37,37,37,38,38,38,39,41,42,43,45,45,45,46,47,48,49,62,64,66,70,72,72,72,75,75,75,75,79,81,81,81,80,80,80,80,81,81,92,95,95,95,97,97,101,101,103,103,108,110,115,121,121,122,127,137,156,163,169,177,182,186,196,207,212,236,262,275,287,314,331,361,376,390,390,410,428,445,464,482,508,522,532,550,577,596,606,627,639,650,669,682,700,712,733,741,797,808,813,815,828,842,842,851,855,869,925,962,973,978,987,1002,1041,1047,1085,1107,1115,1115,1132,1183,1206,1268,1287,1339,1376,1602,1665,1670,1670,1786,1826,1826,1829,1835,1860,1843
