"","UID","iso2","iso3","code3","FIPS","Admin2","Province_State","Country_Region","Lat","Long_","Combined_Key","X1.22.20","X1.23.20","X1.24.20","X1.25.20","X1.26.20","X1.27.20","X1.28.20","X1.29.20","X1.30.20","X1.31.20","X2.1.20","X2.2.20","X2.3.20","X2.4.20","X2.5.20","X2.6.20","X2.7.20","X2.8.20","X2.9.20","X2.10.20","X2.11.20","X2.12.20","X2.13.20","X2.14.20","X2.15.20","X2.16.20","X2.17.20","X2.18.20","X2.19.20","X2.20.20","X2.21.20","X2.22.20","X2.23.20","X2.24.20","X2.25.20","X2.26.20","X2.27.20","X2.28.20","X2.29.20","X3.1.20","X3.2.20","X3.3.20","X3.4.20","X3.5.20","X3.6.20","X3.7.20","X3.8.20","X3.9.20","X3.10.20","X3.11.20","X3.12.20","X3.13.20","X3.14.20","X3.15.20","X3.16.20","X3.17.20","X3.18.20","X3.19.20","X3.20.20","X3.21.20","X3.22.20","X3.23.20","X3.24.20","X3.25.20","X3.26.20","X3.27.20","X3.28.20","X3.29.20","X3.30.20","X3.31.20","X4.1.20","X4.2.20","X4.3.20","X4.4.20","X4.5.20","X4.6.20","X4.7.20","X4.8.20","X4.9.20","X4.10.20","X4.11.20","X4.12.20","X4.13.20","X4.14.20","X4.15.20","X4.16.20","X4.17.20","X4.18.20","X4.19.20","X4.20.20","X4.21.20","X4.22.20","X4.23.20","X4.24.20","X4.25.20","X4.26.20","X4.27.20","X4.28.20","X4.29.20","X4.30.20","X5.1.20","X5.2.20","X5.3.20","X5.4.20","X5.5.20","X5.6.20","X5.7.20","X5.8.20","X5.9.20","X5.10.20","X5.11.20","X5.12.20","X5.13.20","X5.14.20","X5.15.20","X5.16.20","X5.17.20","X5.18.20","X5.19.20","X5.20.20","X5.21.20","X5.22.20","X5.23.20","X5.24.20","X5.25.20","X5.26.20","X5.27.20","X5.28.20","X5.29.20","X5.30.20","X5.31.20","X6.1.20","X6.2.20","X6.3.20","X6.4.20","X6.5.20","X6.6.20","X6.7.20","X6.8.20","X6.9.20","X6.10.20","X6.11.20","X6.12.20","X6.13.20","X6.14.20","X6.15.20","X6.16.20","X6.17.20","X6.18.20","X6.19.20","X6.20.20","X6.21.20","X6.22.20","X6.23.20","X6.24.20","X6.25.20","X6.26.20","X6.27.20","X6.28.20","X6.29.20","X6.30.20","X7.1.20","X7.2.20","X7.3.20","X7.4.20","X7.5.20","X7.6.20","X7.7.20","X7.8.20","X7.9.20","X7.10.20","X7.11.20","X7.12.20","X7.13.20","X7.14.20","X7.15.20","X7.16.20","X7.17.20","X7.18.20","X7.19.20","X7.20.20","X7.21.20","X7.22.20","X7.23.20","X7.24.20","X7.25.20","X7.26.20","X7.27.20","X7.28.20","X7.29.20","X7.30.20","X7.31.20","X8.1.20","X8.2.20","X8.3.20","X8.4.20","X8.5.20","X8.6.20","X8.7.20","X8.8.20","X8.9.20","X8.10.20","X8.11.20","X8.12.20","X8.13.20","X8.14.20","X8.15.20","X8.16.20","X8.17.20","X8.18.20","X8.19.20","X8.20.20","X8.21.20","X8.22.20","X8.23.20","X8.24.20","X8.25.20","X8.26.20","X8.27.20","X8.28.20","X8.29.20","X8.30.20","X8.31.20","X9.1.20","X9.2.20","X9.3.20","X9.4.20"
"2758",84048117,"US","USA",840,48117,"Deaf Smith","Texas","US",34.96522957,-102.6054267,"Deaf Smith, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,3,3,5,7,7,7,7,7,7,7,8,11,11,11,11,11,12,12,14,14,17,21,21,21,25,26,26,31,31,34,35,37,38,41,41,46,46,59,59,67,92,93,119,120,122,122,133,139,141,141,141,157,157,157,158,161,161,164,164,164,166,166,166,174,176,176,176,183,190,192,203,212,212,212,222,223,226,233,233,233,242,254,262,268,284,287,287,287,292,305,324,337,355,355,355,371,383,401,403,409,409,409,410,424,431,432,439,439,447,468,486,491,499,510,510,510,519,538,565,581,597,597,597,612,629,644,657,667,667,667,674,680,702,723,726,726,726,738,754,761,762,770,770,770,781,785,790,798,801,801,801,806,808,809,816
"2759",84048119,"US","USA",840,48119,"Delta","Texas","US",33.38570922,-95.66921122,"Delta, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,9,10,11,11,12,12,12,12,12,12,12,13,13,14,14,14,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,18
"2760",84048121,"US","USA",840,48121,"Denton","Texas","US",33.20521901,-97.11691153,"Denton, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,9,15,24,30,30,38,51,83,137,148,165,165,206,206,254,273,273,304,337,366,366,426,426,454,474,507,507,521,547,564,585,592,593,598,619,661,680,680,702,713,725,738,748,765,786,799,803,806,832,846,872,902,914,922,946,968,989,1016,1040,1051,1069,1088,1116,1161,1161,1205,1212,1224,1233,1255,1285,1285,1329,1357,1373,1398,1416,1435,1454,1467,1486,1500,1524,1559,1599,1632,1687,1719,1736,1772,1812,1893,1980,2054,2113,2163,2219,2302,2417,2494,2581,2630,2670,2740,2845,2951,3032,3184,3279,3338,3403,3459,3582,3697,3810,3937,4049,4162,4316,4467,4605,4765,4887,4968,5098,5316,5544,5723,5915,6043,6121,6208,6331,6493,6681,6803,6803,6938,7032,7257,7374,7519,7586,7644,7745,7867,7959,8077,8214,8300,8300,8427,8584,8690,8841,8950,9095,9095,9235,9406,9544,9745,9875,9994,9994,10125,10239,10340,10422,10514
"2761",84048125,"US","USA",840,48125,"Dickens","Texas","US",33.61616822,-100.7788855,"Dickens, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,10,10,10,13,16,17,22,27,27,27,34,39,44,45
"2762",84048127,"US","USA",840,48127,"Dimmit","Texas","US",28.42270064,-99.75645095,"Dimmit, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,5,9,11,11,11,13,13,13,13,13,13,13,18,18,25,30,31,38,38,38,39,40,49,55,56,56,60,61,72,82,87,87,87,98,119,121,121,124,124,124,131,138,142,146,150,150,150,155,158,161,163,164,164,164,167,168,169,169,171,171,171,174,176,176,180,180,180,180,181,183,186,186
"2763",84048129,"US","USA",840,48129,"Donley","Texas","US",34.96517499,-100.8140093,"Donley, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,7,7,7,13,14,21,23,22,22,22,22,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,26,26,25,25,25,26,25,25,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,32,32,32,33,33,34,34,35,35,35,35,37,37,38,38,38,38,42,43,43,43,43,43,43,44,45,46,48,48,48,48,49,49,49,49,49,49,49,49,49,50,52,52,52,52,52,53,54,54,55,55,55,55,55,55,55
"2764",84048131,"US","USA",840,48131,"Duval","Texas","US",27.68184592,-98.50864568,"Duval, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,9,10,15,20,41,50,54,54,56,57,62,65,67,70,74,75,80,83,89,89,94,97,97,105,105,106,109,110,114,119,128,129,143,146,148,150,150,150,152,152,161,164,164,173,176,177,188,191,193,195,195,195,198,205,211,212,212,218,222,229,230,234,234,243,243,257,259,322,331,351,358
"2765",84048133,"US","USA",840,48133,"Eastland","Texas","US",32.32743996,-98.83243566,"Eastland, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,11,11,13,17,17,20,20,20,20,20,21,23,29,29,29,34,34,35,38,39,39,39,41,45,49,52,51,51,51,58,63,65,70,73,73,73,79,83,86,90,92,92,92,98,98,100,102,103,103,103,106,109,111,130,130,130,130,114,117,118,120
"2766",84048135,"US","USA",840,48135,"Ector","Texas","US",31.86898877,-102.5429428,"Ector, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,10,11,12,22,22,26,26,30,30,39,39,40,43,43,45,46,48,55,58,58,58,60,61,62,67,67,67,70,76,78,81,78,78,81,84,84,85,90,94,95,95,99,100,100,102,103,109,114,114,115,124,130,130,130,144,146,151,152,152,152,154,154,154,161,167,175,185,187,187,187,206,214,221,227,238,238,238,260,275,289,300,325,325,325,359,396,434,480,506,506,506,558,558,670,718,718,718,718,946,946,1105,1105,1235,1235,1235,1370,1370,1511,1511,1575,1575,2403,2403,2659,2659,2819,2819,2819,3095,3138,3138,3266,3287,3287,3287,3287,3440,3481,3512,3531,3531,3531,3587,3616,3670,3716,3771,3771,3771,3814,3889,3931,3958,4007,4007,4007,4057,4120,4134,4181,4217,4217,4217,4241,4289,4302,4323,4353
"2767",84048137,"US","USA",840,48137,"Edwards","Texas","US",29.98202582,-100.304252,"Edwards, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,10,10,10,10,11,13,13,14,14,15,18,20,20,22,22,22,22,22,24,24,24,24,24,25,27,25,25,28,28,28,28,28,29,30,30,30,30,30,30,30,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
"2768",84048141,"US","USA",840,48141,"El Paso","Texas","US",31.76980765,-106.2363275,"El Paso, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,6,6,7,7,9,10,16,28,28,38,42,40,53,57,75,85,103,113,132,132,153,192,225,252,269,292,300,346,393,451,482,505,531,540,587,674,706,706,780,802,829,857,887,924,961,986,998,1029,1080,1119,1190,1276,1322,1340,1348,1413,1456,1607,1655,1726,1772,1852,1930,2046,2046,2265,2340,2376,2393,2461,2569,2569,2704,2764,2794,2833,2872,3069,3213,3298,3376,3376,3512,3582,3650,3650,3794,3834,3911,3948,3999,4088,4178,4340,4488,4553,4677,4809,4984,5217,5330,5614,5745,5928,6124,6389,6665,6953,6953,7461,7642,8035,8385,8746,9099,9510,9716,9953,10298,10638,10843,11132,11573,11769,12041,12297,12501,12750,12971,13240,13240,13552,13807,13939,14276,14410,14410,14914,15142,15427,15596,15908,16040,16308,16396,16936,17210,17378,17632,18079,18350,18486,18682,18914,19057,19177,19316,19396,19554,19622,19753,19925,20072,20217,20350,20460,20539,20611,20686,20686
"2769",84048139,"US","USA",840,48139,"Ellis","Texas","US",32.34894117,-96.79371841,"Ellis, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,6,7,7,10,13,13,15,20,20,26,27,29,32,29,35,41,50,58,66,66,66,72,76,81,82,83,83,90,100,110,111,121,127,127,133,133,143,148,148,166,166,169,176,184,188,193,202,202,211,216,221,236,241,247,247,247,258,264,266,266,266,272,272,289,290,305,305,317,335,335,335,335,338,366,388,388,388,399,418,429,437,448,448,448,458,470,490,510,510,510,510,539,684,684,684,711,711,711,820,862,901,978,1046,1046,1046,1182,1351,1424,1485,1510,1510,1510,1729,1811,1837,1957,1972,1972,1972,2090,2129,2183,2216,2268,2268,2268,2332,2387,2407,2452,2472,2472,2472,2545,2691,2739,2808,2855,2855,2855,3120,3218,3244,3238,3255,3255,3255,3433,3427,3445,3486,3486,3486,3486,3562,3670,3700,3740,3758,3758,3758,3801,3828,3843,3856
"2770",84048143,"US","USA",840,48143,"Erath","Texas","US",32.23602653,-98.21773417,"Erath, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,5,7,8,9,9,9,10,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,13,15,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,17,17,17,17,17,17,25,26,26,26,29,29,30,32,36,36,36,37,41,43,44,44,44,44,85,100,104,120,120,120,142,149,152,166,207,207,207,207,243,246,250,257,272,272,272,288,303,309,325,339,339,339,350,353,358,366,371,371,371,389,430,447,457,462,462,462,476,489,507,520,527,527,527,555,564,577,574,580,580,580,603,602,602,614,618,618,618,633,647,654,660,667,667,667,693,704,706,712
"2771",84048145,"US","USA",840,48145,"Falls","Texas","US",31.25350609,-96.93630086,"Falls, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,9,9,10,11,11,11,11,13,13,14,14,14,17,17,18,19,21,22,22,22,23,25,25,25,25,25,26,28,29,31,31,31,34,34,35,35,44,46,50,56,56,56,57,57,60,66,66,68,68,75,78,95,98,103,103,103,106,106,108,109,110,110,110,112,114,123,124,125,127,128,135,139,142,142,143,145,145,146,149,151,150,150,151,151,156,158,159,160,166,166,166,168,169,172,173
"2772",84048147,"US","USA",840,48147,"Fannin","Texas","US",33.59564294,-96.10751083,"Fannin, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,5,5,5,5,5,5,5,5,7,7,8,9,12,13,13,15,15,16,17,18,18,18,19,19,20,20,22,23,23,23,23,23,23,24,24,24,25,25,25,27,28,29,29,29,34,34,37,37,37,37,41,41,41,40,41,41,42,43,43,43,49,50,51,52,54,54,54,55,59,65,65,65,65,65,67,82,82,82,82,82,82,88,91,96,109,112,112,112,122,122,130,135,137,137,137,145,150,153,165,165,165,165,175,181,181,181,186,186,186,196,206,211,214,214,214,214,219,237,237,242,246,246,246,266,269,310,276,321,321,321,352,355,371,384,388,388,388,559,566,581,584,585,585,585,593,606,611,612
"2773",84048149,"US","USA",840,48149,"Fayette","Texas","US",29.87788372,-96.92076062,"Fayette, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,4,4,10,10,11,9,9,9,8,9,9,10,10,10,12,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,17,19,21,24,25,25,26,26,28,27,29,29,29,31,31,31,31,31,32,32,32,32,34,34,34,34,34,34,36,38,38,38,38,38,38,39,43,44,43,44,44,45,52,51,52,58,60,66,71,75,76,75,75,80,86,86,90,95,96,104,104,104,104,134,136,142,151,156,158,174,179,197,206,206,217,247,247,309,326,334,334,334,346,357,363,365,367,367,367,367,372,376,378,378,378,378,388,390,390,403,405,405,405,408,411,418,431,442,442,442,444,444,450,457,457,457,457,462,467,469,474,474
"2774",84048151,"US","USA",840,48151,"Fisher","Texas","US",32.74281316,-100.4019302,"Fisher, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,8,10,10,11,11,11,11,11,11,13,13,13,14,16,16,16,22,22,22,22,23,23,23,23,23,23,23,23,23,24,24,24,24,26,26,26,26,28,28,28,29,29,30,30,31,31,31,36,42,45,47,48,48,48,50,52,52,52,58,58,58,59,59,60,60
"2775",84048153,"US","USA",840,48153,"Floyd","Texas","US",34.07227468,-101.3031546,"Floyd, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,7,8,8,11,11,11,11,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,17,18,18,18,19,21,21,22,22,22,22,22,28,31,34,34,36,36,36,46,49,49,50,52,52,52,53,61,61,60,61,61,62,63,63,63,64,65,65,65,73,76,82,83,83,83,83,85,86,88,88,89,89,89,91,90,91,92,94,94,94,94,96,97,98,98,98,98,98,98,98,99,100,100,100,99,99,99,99
"2776",84048155,"US","USA",840,48155,"Foard","Texas","US",33.97308618,-99.7767797,"Foard, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"2777",84048157,"US","USA",840,48157,"Fort Bend","Texas","US",29.52704478,-95.77219463,"Fort Bend, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,6,6,6,6,9,9,9,9,9,12,19,24,29,29,29,46,46,86,101,101,119,119,163,163,194,221,255,268,318,318,417,437,485,518,536,543,543,627,627,656,755,755,783,808,808,889,889,905,919,952,957,973,1018,1052,1079,1133,1183,1187,1245,1287,1332,1357,1370,1385,1404,1404,1452,1471,1510,1558,1559,1559,1621,1652,1652,1676,1685,1685,1732,1732,1766,1766,1832,1861,1881,1881,1916,1951,2032,2117,2117,2117,2138,2225,2299,2320,2358,2385,2385,2402,2496,2667,2726,2882,2951,3069,3132,3176,3267,3397,3645,3716,3716,3722,3782,3868,3999,4120,4120,4120,4286,4346,4413,4524,4617,4758,4799,5015,5211,5284,5371,5689,5979,5995,5995,6239,6352,6460,6530,6530,6679,6772,6852,6960,7082,7082,7082,7191,7287,8559,8878,9151,9533,9533,10021,10335,10487,10823,11369,12228,12228,12623,13034,13605,13688,13794,14034,14034,14640,14645,14761,14761,14845,14933,14933,14957,14983,15036,15081,15100
"2778",84048159,"US","USA",840,48159,"Franklin","Texas","US",33.17653242,-95.21917243,"Franklin, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,5,5,6,7,8,8,8,8,12,12,12,13,13,13,15,15,16,16,17,18,18,19,19,19,22,22,24,24,27,27,27,27,29,30,30,31,33,33,35,35,36,39,41,41,41,41,41,47,50,50,50,50,53,53,53,55,55,57,58,61,61,65,67,66,67,67,68,70,71,77,78,78,78,79,80,84,83,84,84,84,87,89,90,90,92,92,92,92,92,92,92,95,95,98,98,99,100,100,100,101,101,101,107,107,109,109,111,111,111,116,116,117
"2779",84048161,"US","USA",840,48161,"Freestone","Texas","US",31.70422788,-96.15072516,"Freestone, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,7,7,7,7,7,7,7,7,7,7,7,8,8,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,13,12,15,15,15,15,17,17,19,18,18,19,19,20,20,21,23,20,20,28,28,29,31,33,33,33,39,39,59,64,69,73,73,73,77,83,91,93,93,95,96,106,108,119,122,128,129,129,135,138,137,138,138,138,139,139,142,150,161,156,156,157,162,164,172,174,181,182,185,187,191,199,199,203,211,372,374,378,380,381,384,384,384,385,386,388,389
"2780",84048163,"US","USA",840,48163,"Frio","Texas","US",28.86751206,-99.10804207,"Frio, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,7,7,7,8,10,10,10,10,25,25,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,36,36,36,37,37,37,37,37,37,37,37,37,40,40,46,46,50,54,54,57,64,79,79,79,80,86,119,130,139,139,142,157,157,173,181,178,178,192,218,225,225,233,233,233,238,239,293,298,338,336,336,336,341,342,342,349,376,376,380,382,413,421,425,425,425,432,447,458,458,475,475,475,476,495,497,505,512,512,512,514,516,563,567,571,571,571,588,604,604,607,613,613,613,622,623,624,629,633,633,633,638,641,641,644
