"","Korea","Italy","X"
"X1.22.20",1,0,2
"X1.23.20",1,0,2
"X1.24.20",2,0,2
"X1.25.20",2,0,2
"X1.26.20",3,0,4
"X1.27.20",4,0,4
"X1.28.20",4,0,7
"X1.29.20",4,0,7
"X1.30.20",4,0,11
"X1.31.20",11,2,15
"X2.1.20",12,2,20
"X2.2.20",15,2,20
"X2.3.20",15,2,20
"X2.4.20",16,2,22
"X2.5.20",19,2,23
"X2.6.20",23,2,23
"X2.7.20",24,3,23
"X2.8.20",24,3,24
"X2.9.20",25,3,24
"X2.10.20",27,3,26
"X2.11.20",28,3,27
"X2.12.20",28,3,28
"X2.13.20",28,3,33
"X2.14.20",28,3,43
"X2.15.20",28,3,54
"X2.16.20",29,3,60
"X2.17.20",30,3,67
"X2.18.20",31,3,79
"X2.19.20",31,3,85
"X2.20.20",104,3,95
"X2.21.20",204,20,112
"X2.22.20",433,62,137
"X2.23.20",602,155,149
"X2.24.20",833,229,160
"X2.25.20",977,322,173
"X2.26.20",1261,453,192
"X2.27.20",1766,655,218
"X2.28.20",2337,888,236
"X2.29.20",3150,1128,245
"X3.1.20",3736,1694,259
"X3.2.20",4335,2036,278
"X3.3.20",5186,2502,298
"X3.4.20",5621,3089,333
"X3.5.20",6088,3858,365
"X3.6.20",6593,4636,420
"X3.7.20",7041,5883,466
"X3.8.20",7314,7375,499
"X3.9.20",7478,9172,527
"X3.10.20",7513,10149,585
"X3.11.20",7755,12462,640
"X3.12.20",7869,15113,696
"X3.13.20",7979,17660,733
"X3.14.20",8086,21157,795
"X3.15.20",8162,24747,826
"X3.16.20",8236,27980,843
"X3.17.20",8320,31506,893
"X3.18.20",8413,35713,928
"X3.19.20",8565,41035,968
"X3.20.20",8652,47021,1022
"X3.21.20",8799,53578,1059
"X3.22.20",8897,59138,1104
"X3.23.20",8961,63927,1144
"X3.24.20",9037,69176,1217
"X3.25.20",9137,74386,1314
"X3.26.20",9241,80589,1416
"X3.27.20",9332,86498,1530
"X3.28.20",9478,92472,1728
"X3.29.20",9583,97689,1907
"X3.30.20",9661,101739,2001
"X3.31.20",9786,105792,2255
"X4.1.20",9887,110574,2535
"X4.2.20",9976,115242,2818
"X4.3.20",10062,119827,3154
"X4.4.20",10156,124632,3525
"X4.5.20",10237,128948,3876
"X4.6.20",10284,132547,4110
"X4.7.20",10331,135586,4485
"X4.8.20",10384,139422,5020
"X4.9.20",10423,143626,5614
"X4.10.20",10450,147577,6250
"X4.11.20",10480,152271,6951
