"","Korea","Italy","X"
"X1.22.20",1,0,0
"X1.23.20",1,0,0
"X1.24.20",2,0,0
"X1.25.20",2,0,0
"X1.26.20",3,0,0
"X1.27.20",4,0,0
"X1.28.20",4,0,0
"X1.29.20",4,0,0
"X1.30.20",4,0,0
"X1.31.20",11,2,0
"X2.1.20",12,2,0
"X2.2.20",15,2,0
"X2.3.20",15,2,0
"X2.4.20",16,2,0
"X2.5.20",19,2,0
"X2.6.20",23,2,0
"X2.7.20",24,3,0
"X2.8.20",24,3,0
"X2.9.20",25,3,0
"X2.10.20",27,3,0
"X2.11.20",28,3,0
"X2.12.20",28,3,0
"X2.13.20",28,3,0
"X2.14.20",28,3,0
"X2.15.20",28,3,0
"X2.16.20",29,3,0
"X2.17.20",30,3,0
"X2.18.20",31,3,0
"X2.19.20",31,3,0
"X2.20.20",104,3,0
"X2.21.20",204,20,0
"X2.22.20",433,62,0
"X2.23.20",602,155,0
"X2.24.20",833,229,0
"X2.25.20",977,322,0
"X2.26.20",1261,453,0
"X2.27.20",1766,655,0
"X2.28.20",2337,888,0
"X2.29.20",3150,1128,0
"X3.1.20",3736,1694,0
"X3.2.20",4335,2036,1
"X3.3.20",5186,2502,1
"X3.4.20",5621,3089,1
"X3.5.20",6088,3858,5
"X3.6.20",6593,4636,5
"X3.7.20",7041,5883,5
"X3.8.20",7314,7375,11
"X3.9.20",7478,9172,15
"X3.10.20",7513,10149,20
"X3.11.20",7755,12462,21
"X3.12.20",7869,15113,45
"X3.13.20",7979,17660,86
"X3.14.20",8086,21157,103
"X3.15.20",8162,24747,103
"X3.16.20",8236,27980,118
"X3.17.20",8320,31506,171
"X3.18.20",8413,35713,171
"X3.19.20",8565,41035,274
"X3.20.20",8652,47021,344
"X3.21.20",8799,53578,392
"X3.22.20",8897,59138,511
"X3.23.20",8961,63927,562
"X3.24.20",9037,69176,767
"X3.25.20",9137,74386,900
"X3.26.20",9241,80589,1012
"X3.27.20",9332,86498,1104
"X3.28.20",9478,92472,1203
"X3.29.20",9583,97689,1299
"X3.30.20",9661,101739,1453
"X3.31.20",9786,105792,1563
"X4.1.20",9887,110574,1720
"X4.2.20",9976,115242,1885
"X4.3.20",10062,119827,2039
"X4.4.20",10156,124632,2179
"X4.5.20",10237,128948,2402
"X4.6.20",10284,132547,2605
"X4.7.20",10331,135586,2795
"X4.8.20",10384,139422,2932
"X4.9.20",10423,143626,3287
"X4.10.20",10450,147577,3651
"X4.11.20",10480,152271,4033
"X4.12.20",10512,156363,4462
"X4.13.20",10537,159516,4934
"X4.14.20",10564,162488,5369
"X4.15.20",10591,165155,5862
"X4.16.20",10613,168941,6380
"X4.17.20",10635,172434,7142
"X4.18.20",10653,175925,8274
"X4.19.20",10661,178972,9362
"X4.20.20",10674,181228,10484
"X4.21.20",10683,183957,11631
"X4.22.20",10694,187327,12772
"X4.23.20",10708,189973,13930
"X4.24.20",10718,192994,15102
"X4.25.20",10728,195351,16299
"X4.26.20",10738,197675,17522
"X4.27.20",10752,199414,18811
"X4.28.20",10761,201505,20077
"X4.29.20",10765,203591,21402
"X4.30.20",10774,205463,22753
"X5.1.20",10780,207428,24097
"X5.2.20",10793,209328,25459
"X5.3.20",10801,210717,27011
"X5.4.20",10804,211938,28656
"X5.5.20",10806,213013,30251
"X5.6.20",10810,214457,31938
"X5.7.20",10822,215858,33731
"X5.8.20",10840,217185,35432
"X5.9.20",10874,218268,37136
"X5.10.20",10909,219070,39048
"X5.11.20",10936,219814,41014
"X5.12.20",10962,221216,42925
"X5.13.20",10991,222104,44830
"X5.14.20",11018,223096,46869
"X5.15.20",11037,223885,49176
"X5.16.20",11050,224760,52016
"X5.17.20",11065,225435,54752
"X5.18.20",11078,225886,57345
"X5.19.20",11110,226699,59854
"X5.20.20",11122,227364,62545
"X5.21.20",11142,228006,65077
"X5.22.20",11165,228658,67719
"X5.23.20",11190,229327,70161
"X5.24.20",11206,229858,72560
"X5.25.20",11225,230158,74795
"X5.26.20",11265,230555,76726
"X5.27.20",11344,231139,78541
"X5.28.20",11402,231732,80185
"X5.29.20",11441,232248,81766
"X5.30.20",11468,232664,83384
"X5.31.20",11503,232997,85261
"X6.1.20",11541,233197,87142
"X6.2.20",11590,233515,89011
"X6.3.20",11629,233836,91182
"X6.4.20",11668,234013,93157
"X6.5.20",11719,234531,95748
