"","Korea","Italy","X"
"X1.22.20",1,0,0
"X1.23.20",1,0,0
"X1.24.20",2,0,0
"X1.25.20",2,0,0
"X1.26.20",3,0,0
"X1.27.20",4,0,0
"X1.28.20",4,0,0
"X1.29.20",4,0,0
"X1.30.20",4,0,0
"X1.31.20",11,2,1
"X2.1.20",12,2,1
"X2.2.20",15,2,1
"X2.3.20",15,2,1
"X2.4.20",16,2,1
"X2.5.20",19,2,1
"X2.6.20",23,2,1
"X2.7.20",24,3,1
"X2.8.20",24,3,1
"X2.9.20",25,3,1
"X2.10.20",27,3,1
"X2.11.20",28,3,1
"X2.12.20",28,3,1
"X2.13.20",28,3,1
"X2.14.20",28,3,1
"X2.15.20",28,3,1
"X2.16.20",29,3,1
"X2.17.20",30,3,1
"X2.18.20",31,3,1
"X2.19.20",31,3,1
"X2.20.20",104,3,1
"X2.21.20",204,20,1
"X2.22.20",433,62,1
"X2.23.20",602,155,1
"X2.24.20",833,229,1
"X2.25.20",977,322,1
"X2.26.20",1261,453,2
"X2.27.20",1766,655,7
"X2.28.20",2337,888,7
"X2.29.20",3150,1128,12
"X3.1.20",3736,1694,14
"X3.2.20",4335,2036,15
"X3.3.20",5186,2502,21
"X3.4.20",5621,3089,35
"X3.5.20",6088,3858,94
"X3.6.20",6593,4636,101
"X3.7.20",7041,5883,161
"X3.8.20",7314,7375,203
"X3.9.20",7478,9172,248
"X3.10.20",7513,10149,355
"X3.11.20",7755,12462,500
"X3.12.20",7869,15113,599
"X3.13.20",7979,17660,814
"X3.14.20",8086,21157,961
"X3.15.20",8162,24747,1022
"X3.16.20",8236,27980,1103
"X3.17.20",8320,31506,1190
"X3.18.20",8413,35713,1279
"X3.19.20",8565,41035,1439
"X3.20.20",8652,47021,1639
"X3.21.20",8799,53578,1763
"X3.22.20",8897,59138,1934
"X3.23.20",8961,63927,2046
"X3.24.20",9037,69176,2286
"X3.25.20",9137,74386,2526
"X3.26.20",9241,80589,2840
"X3.27.20",9332,86498,3069
"X3.28.20",9478,92472,3447
"X3.29.20",9583,97689,3700
"X3.30.20",9661,101739,4028
"X3.31.20",9786,105792,4435
"X4.1.20",9887,110574,4947
"X4.2.20",9976,115242,5568
"X4.3.20",10062,119827,6131
"X4.4.20",10156,124632,6443
"X4.5.20",10237,128948,6830
"X4.6.20",10284,132547,7206
"X4.7.20",10331,135586,7693
"X4.8.20",10384,139422,8419
"X4.9.20",10423,143626,9141
"X4.10.20",10450,147577,9685
"X4.11.20",10480,152271,10151
"X4.12.20",10512,156363,10483
"X4.13.20",10537,159516,10948
"X4.14.20",10564,162488,11445
"X4.15.20",10591,165155,11927
"X4.16.20",10613,168941,12540
"X4.17.20",10635,172434,13216
"X4.18.20",10653,175925,13822
"X4.19.20",10661,178972,14385
"X4.20.20",10674,181228,14777
"X4.21.20",10683,183957,15322
"X4.22.20",10694,187327,16004
"X4.23.20",10708,189973,16755
"X4.24.20",10718,192994,17567
"X4.25.20",10728,195351,18177
"X4.26.20",10738,197675,18640
"X4.27.20",10752,199414,18926
"X4.28.20",10761,201505,19621
"X4.29.20",10765,203591,20302
"X4.30.20",10774,205463,21092
"X5.1.20",10780,207428,21520
"X5.2.20",10793,209328,22082
"X5.3.20",10801,210717,22317
"X5.4.20",10804,211938,22721
"X5.5.20",10806,213013,23216
"X5.6.20",10810,214457,23918
"X5.7.20",10822,215858,24623
"X5.8.20",10840,217185,25265
"X5.9.20",10874,218268,25921
"X5.10.20",10909,219070,26322
"X5.11.20",10936,219814,26670
"X5.12.20",10962,221216,27272
"X5.13.20",10991,222104,27909
"X5.14.20",11018,223096,28582
"X5.15.20",11037,223885,29207
"X5.16.20",11050,224760,29677
"X5.17.20",11065,225435,30143
