"","Korea","Italy","X"
"X1.22.20",1,0,0
"X1.23.20",1,0,0
"X1.24.20",2,0,0
"X1.25.20",2,0,0
"X1.26.20",3,0,0
"X1.27.20",4,0,0
"X1.28.20",4,0,0
"X1.29.20",4,0,0
"X1.30.20",4,0,0
"X1.31.20",11,2,0
"X2.1.20",12,2,0
"X2.2.20",15,2,0
"X2.3.20",15,2,0
"X2.4.20",16,2,0
"X2.5.20",19,2,0
"X2.6.20",23,2,0
"X2.7.20",24,3,0
"X2.8.20",24,3,0
"X2.9.20",25,3,0
"X2.10.20",27,3,0
"X2.11.20",28,3,0
"X2.12.20",28,3,0
"X2.13.20",28,3,0
"X2.14.20",28,3,0
"X2.15.20",28,3,0
"X2.16.20",29,3,0
"X2.17.20",30,3,0
"X2.18.20",31,3,0
"X2.19.20",31,3,0
"X2.20.20",104,3,0
"X2.21.20",204,20,0
"X2.22.20",433,62,0
"X2.23.20",602,155,0
"X2.24.20",833,229,2
"X2.25.20",977,322,2
"X2.26.20",1261,453,4
"X2.27.20",1766,655,4
"X2.28.20",2337,888,4
"X2.29.20",3150,1128,6
"X3.1.20",3736,1694,6
"X3.2.20",4335,2036,6
"X3.3.20",5186,2502,12
"X3.4.20",5621,3089,15
"X3.5.20",6088,3858,16
"X3.6.20",6593,4636,16
"X3.7.20",7041,5883,16
"X3.8.20",7314,7375,16
"X3.9.20",7478,9172,16
"X3.10.20",7513,10149,18
"X3.11.20",7755,12462,18
"X3.12.20",7869,15113,18
"X3.13.20",7979,17660,19
"X3.14.20",8086,21157,19
"X3.15.20",8162,24747,22
"X3.16.20",8236,27980,22
"X3.17.20",8320,31506,24
"X3.18.20",8413,35713,39
"X3.19.20",8565,41035,48
"X3.20.20",8652,47021,48
"X3.21.20",8799,53578,52
"X3.22.20",8897,59138,55
"X3.23.20",8961,63927,66
"X3.24.20",9037,69176,84
"X3.25.20",9137,74386,99
"X3.26.20",9241,80589,109
"X3.27.20",9332,86498,131
"X3.28.20",9478,92472,152
"X3.29.20",9583,97689,167
"X3.30.20",9661,101739,179
"X3.31.20",9786,105792,192
"X4.1.20",9887,110574,210
"X4.2.20",9976,115242,231
"X4.3.20",10062,119827,252
"X4.4.20",10156,124632,277
"X4.5.20",10237,128948,298
"X4.6.20",10284,132547,331
"X4.7.20",10331,135586,371
"X4.8.20",10384,139422,419
"X4.9.20",10423,143626,457
"X4.10.20",10450,147577,484
"X4.11.20",10480,152271,546
"X4.12.20",10512,156363,599
"X4.13.20",10537,159516,727
"X4.14.20",10564,162488,813
"X4.15.20",10591,165155,910
"X4.16.20",10613,168941,1019
"X4.17.20",10635,172434,1069
"X4.18.20",10653,175925,1180
"X4.19.20",10661,178972,1266
"X4.20.20",10674,181228,1410
"X4.21.20",10683,183957,1508
"X4.22.20",10694,187327,1614
"X4.23.20",10708,189973,1716
"X4.24.20",10718,192994,1790
"X4.25.20",10728,195351,1905
"X4.26.20",10738,197675,1998
"X4.27.20",10752,199414,2049
"X4.28.20",10761,201505,2131
"X4.29.20",10765,203591,2274
"X4.30.20",10774,205463,2348
"X5.1.20",10780,207428,2447
"X5.2.20",10793,209328,2483
"X5.3.20",10801,210717,2568
"X5.4.20",10804,211938,2637
"X5.5.20",10806,213013,2735
"X5.6.20",10810,214457,2903
"X5.7.20",10822,215858,2958
"X5.8.20",10840,217185,3112
"X5.9.20",10874,218268,3224
"X5.10.20",10909,219070,3399
"X5.11.20",10936,219814,3573
"X5.12.20",10962,221216,3721
"X5.13.20",10991,222104,4019
"X5.14.20",11018,223096,4341
"X5.15.20",11037,223885,4625
"X5.16.20",11050,224760,5029
"X5.17.20",11065,225435,5186
"X5.18.20",11078,225886,5379
"X5.19.20",11110,226699,5671
"X5.20.20",11122,227364,6043
"X5.21.20",11142,228006,6370
"X5.22.20",11165,228658,6794
"X5.23.20",11190,229327,7257
"X5.24.20",11206,229858,7770
"X5.25.20",11225,230158,7770
"X5.26.20",11265,230555,8118
"X5.27.20",11344,231139,8373
"X5.28.20",11402,231732,9009
"X5.29.20",11441,232248,9820
"X5.30.20",11468,232664,10423
"X5.31.20",11503,232997,11437
"X6.1.20",11541,233197,12223
"X6.2.20",11590,233515,12799
"X6.3.20",11629,233836,13537
"X6.4.20",11668,234013,14316
"X6.5.20",11719,234531,15086
"X6.6.20",11776,234801,16016
"X6.7.20",11814,234998,16882
"X6.8.20",11852,235278,17486
"X6.9.20",11902,235561,18198
"X6.10.20",11947,235763,18887
"X6.11.20",12003,236142,19954
"X6.12.20",12051,236305,21071
"X6.13.20",12085,236651,22077
"X6.14.20",12121,236989,23481
"X6.15.20",12155,237290,24524
"X6.16.20",12198,237500,25269
"X6.17.20",12257,237828,26079
"X6.18.20",12306,238159,26818
"X6.19.20",12373,238011,27670
"X6.20.20",12421,238275,28566
"X6.21.20",12438,238499,29471
"X6.22.20",12484,238720,31076
"X6.23.20",12535,238833,32394
"X6.24.20",12563,239410,33536
"X6.25.20",12602,239706,34902
"X6.26.20",12653,239961,36034
"X6.27.20",12715,240136,36953
"X6.28.20",12757,240310,38150
"X6.29.20",12800,240436,39060
"X6.30.20",12850,240578,40070
"X7.1.20",12904,240760,41194
"X7.2.20",12967,240961,42555
"X7.3.20",13030,241184,43929
"X7.4.20",13091,241419,45106
"X7.5.20",13137,241611,46178
"X7.6.20",13181,241819,47735
"X7.7.20",13244,241956,48997
"X7.8.20",13293,242149,50207
"X7.9.20",13338,242363,51725
"X7.10.20",13373,242639,53614
"X7.11.20",13417,242827,54697
"X7.12.20",13479,243061,56015
"X7.13.20",13512,243230,58179
"X7.14.20",13551,243344,59568
"X7.15.20",13612,243506,61247
"X7.16.20",13672,243736,62574
"X7.17.20",13711,243967,64193
"X7.18.20",13745,244216,65504
"X7.19.20",13771,244434,66661
"X7.20.20",13816,244624,68400
"X7.21.20",13879,244752,69887
"X7.22.20",13938,245032,71547
"X7.23.20",13979,245338,72646
"X7.24.20",14092,245590,73791
"X7.25.20",14150,245864,74858
"X7.26.20",14175,246118,76005
"X7.27.20",14203,246286,77058
"X7.28.20",14251,246488,77904
"X7.29.20",14269,246776,78569
"X7.30.20",14305,247158,79159
"X7.31.20",14336,247537,79159
"X8.1.20",14366,247832,79159
