"","Korea","Italy","X"
"X1.22.20",1,0,0
"X1.23.20",1,0,0
"X1.24.20",2,0,0
"X1.25.20",2,0,0
"X1.26.20",3,0,0
"X1.27.20",4,0,0
"X1.28.20",4,0,0
"X1.29.20",4,0,0
"X1.30.20",4,0,0
"X1.31.20",11,2,0
"X2.1.20",12,2,1
"X2.2.20",15,2,1
"X2.3.20",15,2,1
"X2.4.20",16,2,1
"X2.5.20",19,2,1
"X2.6.20",23,2,1
"X2.7.20",24,3,1
"X2.8.20",24,3,1
"X2.9.20",25,3,2
"X2.10.20",27,3,2
"X2.11.20",28,3,2
"X2.12.20",28,3,2
"X2.13.20",28,3,2
"X2.14.20",28,3,2
"X2.15.20",28,3,2
"X2.16.20",29,3,2
"X2.17.20",30,3,2
"X2.18.20",31,3,2
"X2.19.20",31,3,2
"X2.20.20",104,3,2
"X2.21.20",204,20,2
"X2.22.20",433,62,2
"X2.23.20",602,155,2
"X2.24.20",833,229,2
"X2.25.20",977,322,6
"X2.26.20",1261,453,13
"X2.27.20",1766,655,15
"X2.28.20",2337,888,32
"X2.29.20",3150,1128,45
"X3.1.20",3736,1694,84
"X3.2.20",4335,2036,120
"X3.3.20",5186,2502,165
"X3.4.20",5621,3089,222
"X3.5.20",6088,3858,259
"X3.6.20",6593,4636,400
"X3.7.20",7041,5883,500
"X3.8.20",7314,7375,673
"X3.9.20",7478,9172,1073
"X3.10.20",7513,10149,1695
"X3.11.20",7755,12462,2277
"X3.12.20",7869,15113,2277
"X3.13.20",7979,17660,5232
"X3.14.20",8086,21157,6391
"X3.15.20",8162,24747,7798
"X3.16.20",8236,27980,9942
"X3.17.20",8320,31506,11748
"X3.18.20",8413,35713,13910
"X3.19.20",8565,41035,17963
"X3.20.20",8652,47021,20410
"X3.21.20",8799,53578,25374
"X3.22.20",8897,59138,28768
"X3.23.20",8961,63927,35136
"X3.24.20",9037,69176,39885
"X3.25.20",9137,74386,49515
"X3.26.20",9241,80589,57786
"X3.27.20",9332,86498,65719
"X3.28.20",9478,92472,73235
"X3.29.20",9583,97689,80110
"X3.30.20",9661,101739,87956
"X3.31.20",9786,105792,95923
"X4.1.20",9887,110574,104118
"X4.2.20",9976,115242,112065
"X4.3.20",10062,119827,119199
"X4.4.20",10156,124632,126168
"X4.5.20",10237,128948,131646
"X4.6.20",10284,132547,136675
"X4.7.20",10331,135586,141942
"X4.8.20",10384,139422,148220
"X4.9.20",10423,143626,153222
"X4.10.20",10450,147577,158273
"X4.11.20",10480,152271,163027
"X4.12.20",10512,156363,166831
"X4.13.20",10537,159516,170099
"X4.14.20",10564,162488,172541
"X4.15.20",10591,165155,177644
"X4.16.20",10613,168941,184948
"X4.17.20",10635,172434,190839
"X4.18.20",10653,175925,191726
"X4.19.20",10661,178972,198674
"X4.20.20",10674,181228,200210
"X4.21.20",10683,183957,204178
"X4.22.20",10694,187327,208389
"X4.23.20",10708,189973,213024
"X4.24.20",10718,192994,202990
"X4.25.20",10728,195351,205905
"X4.26.20",10738,197675,207634
"X4.27.20",10752,199414,209465
"X4.28.20",10761,201505,210773
"X4.29.20",10765,203591,212917
"X4.30.20",10774,205463,213435
"X5.1.20",10780,207428,215216
"X5.2.20",10793,209328,216582
"X5.3.20",10801,210717,217466
"X5.4.20",10804,211938,218011
"X5.5.20",10806,213013,219329
"X5.6.20",10810,214457,220325
"X5.7.20",10822,215858,221447
"X5.8.20",10840,217185,222857
"X5.9.20",10874,218268,223578
"X5.10.20",10909,219070,224350
"X5.11.20",10936,219814,227436
"X5.12.20",10962,221216,228030
"X5.13.20",10991,222104,228691
"X5.14.20",11018,223096,229540
"X5.15.20",11037,223885,230183
"X5.16.20",11050,224760,230698
"X5.17.20",11065,225435,230698
"X5.18.20",11078,225886,231606
"X5.19.20",11110,226699,232037
"X5.20.20",11122,227364,232555
"X5.21.20",11142,228006,233037
"X5.22.20",11165,228658,234824
"X5.23.20",11190,229327,235290
"X5.24.20",11206,229858,235772
"X5.25.20",11225,230158,235400
"X5.26.20",11265,230555,236259
"X5.27.20",11344,231139,236259
"X5.28.20",11402,231732,237906
"X5.29.20",11441,232248,238564
"X5.30.20",11468,232664,239228
"X5.31.20",11503,232997,239479
"X6.1.20",11541,233197,239638
"X6.2.20",11590,233515,239932
"X6.3.20",11629,233836,240326
"X6.4.20",11668,234013,240660
"X6.5.20",11719,234531,240978
"X6.6.20",11776,234801,241310
"X6.7.20",11814,234998,241550
"X6.8.20",11852,235278,241717
"X6.9.20",11902,235561,241966
"X6.10.20",11947,235763,242280
"X6.11.20",12003,236142,242707
"X6.12.20",12051,236305,243209
"X6.13.20",12085,236651,243605
"X6.14.20",12121,236989,243928
"X6.15.20",12155,237290,244109
"X6.16.20",12198,237500,244328
"X6.17.20",12257,237828,244683
"X6.18.20",12306,238159,245268
"X6.19.20",12373,238011,245575
"X6.20.20",12421,238275,245938
"X6.21.20",12438,238499,246272
"X6.22.20",12484,238720,246504
"X6.23.20",12535,238833,246752
"X6.24.20",12563,239410,247086
"X6.25.20",12602,239706,247486
"X6.26.20",12653,239961,247905
"X6.27.20",12715,240136,248469
"X6.28.20",12757,240310,248770
"X6.29.20",12800,240436,248970
"X6.30.20",12850,240578,249271
"X7.1.20",12904,240760,249659
